symbol,name,sector,impact,first_hop
SW,Smurfit Westrock,Materials,7.893095067337621e-05,2
BKR,Baker Hughes,Energy,7.854443288770178e-05,3
EW,Edwards Lifesciences,Health Care,7.711700966554826e-05,2
CTSH,Cognizant,Information Technology,7.572556550780796e-05,2
TSLA,"Tesla, Inc.",Consumer Discretionary,7.168222089945588e-05,2
PLD,Prologis,Real Estate,7.162866461833084e-05,3
EA,Electronic Arts,Communication Services,7.07337906674255e-05,2
SYK,Stryker Corporation,Health Care,6.903963205216236e-05,3
STZ,Constellation Brands,Consumer Staples,6.744904462042458e-05,2
ALGN,Align Technology,Health Care,6.465971436977294e-05,2
FISV,Fiserv,Financials,6.251058466438613e-05,2
INTC,Intel,Information Technology,5.680725425888911e-05,2
GL,Globe Life,Financials,5.56748723381308e-05,2
APTV,Aptiv,Consumer Discretionary,5.50709836022592e-05,2
TPL,Texas Pacific Land Corporation,Energy,5.395823526017719e-05,3
VMC,Vulcan Materials Company,Materials,5.381000521247637e-05,3
NUE,Nucor,Materials,5.196186181795916e-05,2
VLTO,Veralto,Industrials,5.1372555399031435e-05,2
BMY,Bristol Myers Squibb,Health Care,4.766451475539275e-05,2
IP,International Paper,Materials,4.275656892450936e-05,3
STLD,Steel Dynamics,Materials,4.257629957767805e-05,2
BIIB,Biogen,Health Care,4.2071708049917746e-05,3
NSC,Norfolk Southern,Industrials,3.7337309141385754e-05,3
HBAN,Huntington Bancshares,Financials,3.725844604609954e-05,3
AMP,Ameriprise Financial,Financials,3.5362596119925345e-05,3
EXPE,Expedia Group,Consumer Discretionary,3.4868589999410024e-05,2
BF-B,Brown–Forman,Consumer Staples,3.103506034540816e-05,3
MET,MetLife,Financials,3.088606126142477e-05,3
RF,Regions Financial Corporation,Financials,3.075011419818831e-05,3
ZBH,Zimmer Biomet,Health Care,3.0561649515476614e-05,2
RJF,Raymond James Financial,Financials,3.0285421901631082e-05,3
WFC,Wells Fargo,Financials,2.873589126539303e-05,3
TFC,Truist Financial,Financials,2.802474240649859e-05,3
PRU,Prudential Financial,Financials,2.634861316062774e-05,3
BAC,Bank of America,Financials,2.521673986941369e-05,3
RTX,RTX Corporation,Industrials,2.4650839984347198e-05,3
GE,GE Aerospace,Industrials,2.4632528309993023e-05,3
NEM,Newmont,Materials,2.3544410210314986e-05,3
MTB,M&T Bank,Financials,2.3039124090478996e-05,3
PNC,PNC Financial Services,Financials,2.2914657798634916e-05,3
GILD,Gilead Sciences,Health Care,2.2603965308696994e-05,3
ALB,Albemarle Corporation,Materials,2.2008697989607105e-05,3
CPAY,Corpay,Financials,2.1874093823342332e-05,2
SPG,Simon Property Group,Real Estate,2.1753689939317032e-05,3
FITB,Fifth Third Bancorp,Financials,2.154819581811303e-05,3
USB,U.S. Bancorp,Financials,2.132347274312336e-05,3
STT,State Street Corporation,Financials,2.0441913078289602e-05,3
LUV,Southwest Airlines,Industrials,2.0188210880472295e-05,3
AXON,Axon Enterprise,Industrials,1.7142943816013238e-05,3
IT,Gartner,Information Technology,1.6721729531586936e-05,3
MAR,Marriott International,Consumer Discretionary,1.6113952086395962e-05,3
BLK,BlackRock,Financials,1.576555369350251e-05,3
LDOS,Leidos,Industrials,1.531051250069335e-05,3
ELV,Elevance Health,Health Care,1.5068614701425244e-05,3
HWM,Howmet Aerospace,Industrials,1.4791693023148123e-05,3
SNPS,Synopsys,Information Technology,1.413479099474858e-05,3
HII,Huntington Ingalls Industries,Industrials,1.3161782021074467e-05,3
AMGN,Amgen,Health Care,1.3047402151100156e-05,3
BKNG,Booking Holdings,Consumer Discretionary,1.2874878508908825e-05,3
BDX,Becton Dickinson,Health Care,1.2453077399068179e-05,3
DLR,Digital Realty,Real Estate,1.196738417398533e-05,3
LH,Labcorp,Health Care,1.190951082949143e-05,3
ADSK,Autodesk,Information Technology,1.1880297823605038e-05,3
UHS,Universal Health Services,Health Care,1.1871011750576639e-05,3
ROST,Ross Stores,Consumer Discretionary,1.1562323556168796e-05,3
NTRS,Northern Trust,Financials,1.1372174006210769e-05,3
ARE,Alexandria Real Estate Equities,Real Estate,1.119833411552617e-05,3
TSCO,Tractor Supply,Consumer Discretionary,1.0226546303406487e-05,3
PFG,Principal Financial Group,Financials,8.95805289338071e-06,3
