symbol,name,sector,event_day_return,model_predicted,actual_post_event
JBHT,J.B. Hunt,Industrials,-0.09442227455067266,-0.00027943987480326653,-0.013970750401938702
BF-B,Brown–Forman,Consumer Staples,-0.017768909525041045,-0.0002758932272680027,0.02193936128191274
MCO,Moody's Corporation,Financials,-0.05794163678842993,-0.0002714270486137666,-0.0447489040242768
CTAS,Cintas,Industrials,-0.014634859919855307,-0.00027095789054334474,-0.010403023259705227
NFLX,Netflix,Communication Services,-0.012279087753439302,-0.0002626321563505907,0.004482549717530784
PNR,Pentair,Industrials,-0.07669756850075865,-0.00025833969398733814,-0.008621754599102208
WY,Weyerhaeuser,Real Estate,-0.06047435068038718,-0.00024189351221481873,-0.06048803087660372
MGM,MGM Resorts,Consumer Discretionary,-0.07056872167450795,-0.0002220539416888937,0.03001109208878948
TSLA,"Tesla, Inc.",Consumer Discretionary,-0.00440510174871659,-0.00021904639637915165,-0.057281686996227016
BDX,Becton Dickinson,Health Care,-0.019883181531297325,-0.0002115243523517072,-0.10692110627061456
WAB,Wabtec,Industrials,-0.056447730306884214,-0.0002053348099763929,-0.028694457259849572
WDAY,"Workday, Inc.",Information Technology,-0.026791547301850235,-0.0001984875216727855,-0.015847756044681555
BALL,Ball Corporation,Materials,-0.03693323720022815,-0.00018623283967408996,-0.09420197032157117
AVY,Avery Dennison,Materials,-0.018095538248811625,-0.00017272240720760893,-0.05693833326286907
NOW,ServiceNow,Information Technology,-0.04729602075080335,-0.00016994915894945497,0.012096007194541694
DLR,Digital Realty,Real Estate,-0.034551135743737985,-0.00016472729572040827,0.008469200800270384
DOV,Dover Corporation,Industrials,-0.08105848912387069,-0.00016409748939335972,-0.019672356942245874
MOS,Mosaic Company (The),Materials,-0.03184508950128215,-0.00016377491124996692,-0.07020419395466833
GILD,Gilead Sciences,Health Care,0.00992537234337899,-0.0001610315347949162,-0.10290187536274764
SPG,Simon Property Group,Real Estate,-0.08320154323591791,-0.00015875462643584693,-0.036498097730197056
MSFT,Microsoft,Information Technology,-0.02404475124910448,-0.00014294793128434254,0.021844392280587138
ALGN,Align Technology,Health Care,-0.024591379106018114,-0.0001365811204630529,0.037538562356497024
MSCI,MSCI Inc.,Financials,-0.041608204797090244,-0.0001324302379645733,-0.03061945543481631
