symbol,name,sector,impact,first_hop
DRI,Darden Restaurants,Consumer Discretionary,0.0,-1
EXPD,Expeditors International,Industrials,0.0,-1
F,Ford Motor Company,Consumer Discretionary,0.0,-1
FICO,Fair Isaac,Information Technology,0.0,-1
TKO,TKO Group Holdings,Communication Services,0.0,-1
TDY,Teledyne Technologies,Information Technology,0.0,-1
HAS,Hasbro,Consumer Discretionary,0.0,-1
GM,General Motors,Consumer Discretionary,0.0,-1
FOX,Fox Corporation (Class B),Communication Services,0.0,-1
FOXA,Fox Corporation (Class A),Communication Services,0.0,-1
ULTA,Ulta Beauty,Consumer Discretionary,0.0,-1
DE,Deere & Company,Industrials,0.0,-1
EL,Estée Lauder Companies (The),Consumer Staples,0.0,-1
COO,Cooper Companies (The),Health Care,0.0,-1
CMG,Chipotle Mexican Grill,Consumer Discretionary,0.0,-1
CSGP,CoStar Group,Real Estate,0.0,-1
CSCO,Cisco,Information Technology,0.0,-1
DIS,Walt Disney Company (The),Communication Services,0.0,-1
TXT,Textron,Industrials,0.0,-1
UBER,Uber,Industrials,0.0,-1
CHRW,C.H. Robinson,Industrials,0.0,-1
CASY,Casey's,Consumer Staples,0.0,-1
BA,Boeing,Industrials,0.0,-1
CPRT,Copart,Industrials,0.0,-1
AKAM,Akamai Technologies,Information Technology,0.0,-1
VTRS,Viatris,Health Care,0.0,-1
WBD,Warner Bros. Discovery,Communication Services,0.0,-1
AAPL,Apple Inc.,Information Technology,0.0,-1
ZTS,Zoetis,Health Care,0.0,-1
