symbol,name,sector,sub_industry,degree_centrality,weighted_degree,betweenness,eigenvector,closeness
CHTR,Charter Communications,Communication Services,Cable & Satellite,0.002,0.5533747845332392,0.0,1.718245653628781e-05,0.09272855680642078
CI,Cigna,Health Care,Health Care Services,0.058,9.866492641430717,0.011711422845691382,0.01815691168863079,0.14257228003031683
CIEN,Ciena,Information Technology,Communications Equipment,0.128,24.310038612531063,3.2064128256513025e-05,0.03711774541683106,0.1527133869119851
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,0.08600000000000001,17.82386974121742,0.0,0.03056246137624609,0.14737042262121944
CL,Colgate-Palmolive,Consumer Staples,Household Products,0.364,77.20748522559404,0.012897795591182364,0.12306277142154334,0.20212498998687073
CLX,Clorox,Consumer Staples,Household Products,0.184,35.128771719348066,0.0016753507014028056,0.07026662019273491,0.16765516660162813
CMCSA,Comcast,Communication Services,Cable & Satellite,0.006,1.2008554115494414,0.0035751503006012024,0.001378140591814359,0.1140598235751272
CME,CME Group,Financials,Financial Exchanges & Data,0.292,61.25229754508891,0.015887775551102205,0.10592364577207243,0.19530867053973183
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,0.0,0.0,0.0,4.297616962637649e-15,0.0
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,0.048,8.050209458898454,0.0035751503006012024,0.011496190065714128,0.13870355388745054
CMS,CMS Energy,Utilities,Multi-Utilities,0.376,85.33290919176332,0.013034068136272545,0.13973895384830154,0.20753197512902694
CNC,Centene Corporation,Health Care,Managed Health Care,0.006,1.309808617486488,0.0,0.00016556702134444125,0.10130573965203345
CNP,CenterPoint Energy,Utilities,Multi-Utilities,0.256,53.31713192381636,0.0002725450901803607,0.0996535494269354,0.18282239729180835
COF,Capital One,Financials,Consumer Finance,0.168,34.04429454154864,0.0034549098196392783,0.05033987279788456,0.15865131383048173
COHR,Coherent Corp.,Information Technology,Electronic Components,0.23600000000000002,46.36681355597146,0.0029018036072144286,0.07827766725655862,0.17313227860583863
COIN,Coinbase,Financials,Financial Exchanges & Data,0.098,17.345939956330916,0.00016032064128256512,0.03677375118415744,0.15290105016755673
COO,Cooper Companies (The),Health Care,Health Care Supplies,0.0,0.0,0.0,4.297616962637649e-15,0.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,0.04,11.782906687584939,0.00012024048096192384,5.189258173869722e-05,0.1070826901893126
COR,Cencora,Health Care,Health Care Distributors,0.18,35.82242214093343,0.013971943887775552,0.06614607249933514,0.1737717178686063
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,0.064,11.231609624629803,0.00028056112224448897,0.02264277031042859,0.1462053746899564
CPAY,Corpay,Financials,Transaction & Payment Processing Services,0.008,1.268364909529046,0.0035751503006012024,0.0021023496444659583,0.122081992542515
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,0.216,42.10351468764756,0.0,0.07576856621104076,0.17338773763431117
CPRT,Copart,Industrials,Diversified Support Services,0.0,0.0,0.0,4.297616962637649e-15,0.0
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,0.156,31.075788648204526,0.00019238476953907816,0.058951006576996916,0.15816728842139277
CRH,CRH plc,Materials,Construction Materials,0.03,5.009407893175492,0.006525050100200401,0.009716564497735737,0.13700632768384183
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,0.014,2.8895662898370365,0.003054108216432866,0.0005157888114829183,0.11017990100961995
CRM,Salesforce,Information Technology,Application Software,0.028,5.70624937283096,0.000969939879759519,0.00013055450362015302,0.10329313426150383
CRWD,CrowdStrike,Information Technology,Systems Software,0.05,8.990071082878304,0.01692184368737475,0.00927059137488698,0.13799591571410985
CSCO,Cisco,Information Technology,Communications Equipment,0.0,0.0,0.0,4.297616962637649e-15,0.0
CSGP,CoStar Group,Real Estate,Real Estate Services,0.0,0.0,0.0,4.297616962637649e-15,0.0
CSX,CSX Corporation,Industrials,Rail Transportation,0.006,1.3963831739126111,0.00011222444889779559,1.1744456586274697e-06,0.07816040096856004
CTAS,Cintas,Industrials,Diversified Support Services,0.018000000000000002,3.0863525679797967,0.0,0.00520770026376474,0.13108227470561507
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,0.044,10.387165629600725,0.002276553106212425,0.0002714533389098352,0.1109780295314991
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,0.026000000000000002,4.905003628900311,0.0012905811623246492,0.0007797378569447529,0.11148386021905435
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,0.006,1.033547446927591,0.0035751503006012024,1.937602890732013e-06,0.07755126062513469
CVNA,Carvana,Consumer Discretionary,Automotive Retail,0.06,9.826039782954457,1.6032064128256513e-05,0.022055056685871568,0.14080229613378106
CVS,CVS Health,Health Care,Health Care Services,0.008,1.711731234574314,0.0,0.0001871145027012835,0.10266497108590118
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,0.042,10.99916139430016,2.404809619238477e-05,0.0002650030497470939,0.10894952082730093
D,Dominion Energy,Utilities,Multi-Utilities,0.294,63.49043957530803,0.0008096192384769539,0.11453163583616754,0.1904820762932893
DAL,Delta Air Lines,Industrials,Passenger Airlines,0.112,19.92246782099358,0.00262124248496994,0.040320232339184574,0.15276374643229462
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,0.01,1.54510650655103,0.00014428857715430862,0.0005340168603343059,0.10876324414456898
DD,DuPont,Materials,Specialty Chemicals,0.014,2.418511600093376,0.0013306613226452906,0.0019725335840025103,0.12766070056684295
DDOG,Datadog,Information Technology,Application Software,0.016,3.016556232631699,7.214428857715431e-05,0.0009094523499874323,0.11355505900888471
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,0.002,0.3015782628786188,0.0,1.3528004994987072e-08,0.060257490425890174
DECK,Deckers Brands,Consumer Discretionary,Footwear,0.004,0.6646204342087052,0.0,0.00021125701955686875,0.09930228172039736
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",0.136,23.73491958826969,0.0016993987975951904,0.04640211752571178,0.15264070334488353
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,0.006,1.083585510778458,0.0035751503006012024,0.0011702438776229542,0.11240442567249656
DGX,Quest Diagnostics,Health Care,Health Care Services,0.2,38.316417894825385,0.003102204408817635,0.0763161534300194,0.16960014329661688
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,0.028,7.13481368575897,0.0012585170340681363,0.0003240953019208623,0.11785977897408581
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,0.018000000000000002,4.207713697222477,0.0,7.684010853112566e-05,0.10079592178581157
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,0.0,0.0,0.0,4.297616962637649e-15,0.0
DLR,Digital Realty,Real Estate,Data Center REITs,0.014,2.6895526446361675,0.007134268537074148,0.0012535411979257062,0.1146256835803551
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,0.002,0.46842405821108124,0.0,1.2351323708542072e-05,0.0886599959886605
DOC,Healthpeak Properties,Real Estate,Health Care REITs,0.08,15.614917147116428,0.00312625250501002,0.031703471961775656,0.14601330562109346
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,0.022,3.9042197218867436,0.0009218436873747494,0.006078465404685713,0.1347253854284011
DOW,Dow Inc.,Materials,Commodity Chemicals,0.02,3.965327431420849,0.004080160320641283,0.00015251592487745103,0.10437095450053899
DPZ,Domino's,Consumer Discretionary,Restaurants,0.002,0.3451961033039603,0.0,0.00042632768329165747,0.10476230920413784
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,0.0,0.0,0.0,4.297616962637649e-15,0.0
DTE,DTE Energy,Utilities,Multi-Utilities,0.322,71.5636547673739,7.214428857715431e-05,0.12615634676642465,0.19652217447518536
DUK,Duke Energy,Utilities,Electric Utilities,0.4,92.67354676574593,0.048937875751503004,0.1467979516998191,0.2165081474401371
DVA,DaVita,Health Care,Health Care Services,0.002,0.3140888664808622,0.0,0.00021451669303672338,0.09571961305792637
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,0.04,11.639695183176764,0.0001843687374749499,4.862906817068914e-05,0.1053713659952237
DXCM,Dexcom,Health Care,Health Care Equipment,0.002,0.46419151061244107,0.0,9.078430663840158e-14,0.0009283830212248821
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,0.008,1.235087949784926,0.0,0.003509351354638838,0.12340489648332487
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,0.002,0.3220930693280084,0.0,3.845276943823986e-05,0.0871058745383012
ECL,Ecolab,Materials,Specialty Chemicals,0.064,10.545867723675649,0.004681362725450901,0.021560902977463547,0.1472929744897027
ED,Consolidated Edison,Utilities,Multi-Utilities,0.41000000000000003,95.39818338801096,0.08780761523046092,0.14903905629675573,0.2183643075536257
EFX,Equifax,Industrials,Research & Consulting Services,0.004,0.6458331925570544,0.0,2.4428424555117882e-05,0.08770839826790355
EG,Everest Group,Financials,Reinsurance,0.038,8.525609060947712,0.0,0.011467197752689668,0.13760916295370865
EIX,Edison International,Utilities,Electric Utilities,0.052000000000000005,10.265083287321728,0.0,0.024903554632880555,0.14039613368144427
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,0.0,0.0,0.0,4.297616962637649e-15,0.0
ELV,Elevance Health,Health Care,Managed Health Care,0.016,3.43762599265247,0.0058597194388777555,0.0019777300137067055,0.1211142460158595
EME,Emcor,Industrials,Construction & Engineering,0.132,26.348167186490496,3.2064128256513025e-05,0.0369060737127033,0.15556738423570457
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,0.126,22.497904750830273,2.404809619238477e-05,0.04857818584709492,0.15719602299852942
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,0.04,11.258871561803923,6.412825651302605e-05,5.2078173341663714e-05,0.10696724189583048
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,0.008,1.589110856493839,0.0,2.014303875536167e-05,0.09114355564066434
EQIX,Equinix,Real Estate,Data Center REITs,0.004,1.0303750056331706,0.0,1.6757170963340922e-05,0.09416903879591602
