symbol,name,sector,sub_industry,degree_centrality,weighted_degree,betweenness,eigenvector,closeness
ATO,Atmos Energy,Utilities,Gas Utilities,0.34600000000000003,77.29383766045757,0.00105811623246493,0.13151633222625356,0.202499842941496
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,0.122,24.533575675157266,0.00012024048096192384,0.04621253937480807,0.15204154691051086
AVGO,Broadcom,Information Technology,Semiconductors,0.17,31.96596733425416,0.0004569138276553106,0.05573208306483711,0.1605250988065789
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,0.036000000000000004,5.868269285884328,0.007334669338677355,0.0033065849006329124,0.12915133449769958
AWK,American Water Works,Utilities,Water Utilities,0.378,83.60390502730542,0.019575150300601203,0.13488359119317003,0.2082068261896651
AXON,Axon Enterprise,Industrials,Aerospace & Defense,0.004,0.7117337254221445,0.0,8.451912070778599e-05,0.09842994199821938
AXP,American Express,Financials,Consumer Finance,0.122,23.523027013165837,0.0008256513026052104,0.03182317524341992,0.14837926045516334
AZO,AutoZone,Consumer Discretionary,Automotive Retail,0.116,20.797410743012954,0.0001683366733466934,0.04494589802870733,0.15510988642374793
BA,Boeing,Industrials,Aerospace & Defense,0.0,0.0,0.0,4.297616962637649e-15,0.0
BAC,Bank of America,Financials,Diversified Banks,0.05,12.625972871713378,4.809619238476954e-05,0.005009952188034149,0.12786578550779773
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",0.026000000000000002,4.144543283228843,0.0008657314629258516,0.006555821104660404,0.1308519405257739
BAX,Baxter International,Health Care,Health Care Equipment,0.004,0.7842057153394232,0.00014428857715430862,0.0001989257865467162,0.10007344884319977
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,0.006,1.0545206212824205,0.003807615230460922,0.0001485072641246249,0.10282190819076596
BDX,Becton Dickinson,Health Care,Health Care Equipment,0.018000000000000002,2.9317075997731097,0.00023246492985971943,0.002844639578482265,0.12370546129330824
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,0.004,0.6971086064538226,0.0,0.00037597753658389813,0.10347536559533406
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,0.026000000000000002,4.73674875160209,0.0,0.007499262370754417,0.13001785503057567
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,0.008,1.6891917446058184,0.0,0.00021759944856889876,0.1149516562163949
BIIB,Biogen,Health Care,Biotechnology,0.012,2.298575547483817,8.016032064128256e-05,0.00047183176735028485,0.10606947942492617
BK,BNY Mellon,Financials,Asset Management & Custody Banks,0.022,4.111634255837345,8.016032064128256e-06,0.0011862408970555894,0.10838290207796361
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.006,1.0660398162903006,5.6112224448897796e-05,0.00017165044576921987,0.09703264737956516
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,0.032,6.629407017690808,0.0,2.911119660679762e-05,0.09428018071139621
BLDR,Builders FirstSource,Industrials,Building Products,0.032,6.87155293370963,0.0018917835671342685,0.001989420818845125,0.13086208046739575
BLK,BlackRock,Financials,Asset Management & Custody Banks,0.014,2.513977471699723,0.0,0.002267205556993715,0.11436230311966623
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,0.032,5.6856728341250315,0.0,0.009216375493547702,0.14040075236423322
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,0.082,14.928080207577494,0.000905811623246493,0.01657222249145947,0.1404593900027433
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,0.188,35.57406641691912,0.0,0.06529006762509479,0.16450445160719804
BRO,Brown & Brown,Financials,Insurance Brokers,0.162,30.651217158552697,5.6112224448897796e-05,0.0521201588302938,0.1583059342639174
BSX,Boston Scientific,Health Care,Health Care Equipment,0.014,2.2905121475144643,0.0007294589178356713,0.00052306892413572,0.11514528726095535
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,0.10400000000000001,18.89106461538877,0.00012024048096192384,0.03826165040421551,0.1510084943549825
BXP,"BXP, Inc.",Real Estate,Office REITs,0.01,1.747684018446959,0.0004008016032064128,0.0006006013071170468,0.10267601484353409
C,Citigroup,Financials,Diversified Banks,0.132,25.862255045674058,0.001907815631262525,0.03434086217822249,0.149967400965195
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,0.264,51.526239932466346,0.0012905811623246492,0.08642635989677037,0.1813938821702424
CAH,Cardinal Health,Health Care,Health Care Distributors,0.082,14.462202801250577,0.0,0.03101939747711473,0.14715445394156845
CARR,Carrier Global,Industrials,Building Products,0.01,1.9604476686437333,0.0001282565130260521,0.0002974767503147045,0.10586839235727671
CASY,Casey's,Consumer Staples,Food Retail,0.0,0.0,0.0,4.297616962637649e-15,0.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,0.108,18.713365239333516,0.0025571142284569136,0.024446293752377102,0.14806627191299596
CB,Chubb Limited,Financials,Property & Casualty Insurance,0.28200000000000003,58.06692656331917,0.011182364729458917,0.09849264922431826,0.1834364837749407
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,0.28600000000000003,58.629214515797884,0.0005050100200400801,0.10394266021661476,0.18994047627806832
CBRE,CBRE Group,Real Estate,Real Estate Services,0.004,0.718126470729189,0.00013627254509018035,2.6725325615615467e-05,0.08805686707672256
CCI,Crown Castle,Real Estate,Telecom Tower REITs,0.232,47.31523471648996,6.412825651302605e-05,0.08976008732732992,0.17785994351702217
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.13,24.005702661174144,0.011134268537074148,0.047519727289283345,0.1586862809663254
CDNS,Cadence Design Systems,Information Technology,Application Software,0.10200000000000001,17.917254422090252,0.007871743486973948,0.037092993884151465,0.14949015789076817
CDW,CDW Corporation,Information Technology,Technology Distributors,0.002,0.3981569860811096,0.0,0.00013224123723809447,0.09728651982672276
CEG,Constellation Energy,Utilities,Electric Utilities,0.076,14.872099918679972,0.00036072144288577156,0.01857772986976622,0.14564235353304245
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,0.036000000000000004,6.901437178626838,0.007503006012024048,0.00013435737031215273,0.10223895349336326
CFG,Citizens Financial Group,Financials,Regional Banks,0.11800000000000001,25.577046512298192,0.006028056112224449,0.02980130298407687,0.14902283605799047
CHD,Church & Dwight,Consumer Staples,Household Products,0.298,58.139475649127085,0.0019639278557114226,0.09970933969107865,0.18404369116786476
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,0.002,0.5113523291332361,0.0,1.1699127182864468e-13,0.0010227046582664723
