symbol,name,sector,event_day_return,model_predicted,actual_post_event
MRSH,Marsh McLennan,Financials,-0.034802744011960984,-0.0018027286154447234,0.014230982227592266
JKHY,Jack Henry & Associates,Financials,-0.03838675330136058,-0.0017433957667815725,0.021441164275608268
CLX,Clorox,Consumer Staples,-0.009903719519999868,-0.0017365485460264102,0.011568046927687519
C,Citigroup,Financials,-0.03479068531932868,-0.0017234704983669807,0.03134847163291793
HPE,Hewlett Packard Enterprise,Information Technology,-0.038444483815341705,-0.0016972715162559269,-0.002308052851319166
SYF,Synchrony Financial,Financials,-0.021919382789579386,-0.0016631438349770276,0.044461681908761604
JBL,Jabil,Information Technology,-0.0209978531062055,-0.0016482485971546171,0.043528621434420434
GEV,GE Vernova,Industrials,-0.015231051687850378,-0.0016178756725782764,0.08825895100929032
CIEN,Ciena,Information Technology,-0.05006900424262768,-0.001569592689788327,0.059583096598617186
DGX,Quest Diagnostics,Health Care,-0.02900125679827742,-0.0015514164642675254,0.02886795455109666
EME,Emcor,Industrials,-0.027483126219171206,-0.001539418463144522,0.04819917693593882
SBAC,SBA Communications,Real Estate,-0.03824433868660484,-0.0015183575330838005,-0.01926990645863723
WDC,Western Digital,Information Technology,-0.00420241551866472,-0.0015070792022354902,0.03432258290523938
COF,Capital One,Financials,-0.03513831222010568,-0.0014900403230316095,0.022198971312106484
VST,Vistra Corp.,Utilities,-0.031272159799894325,-0.001479778579583936,0.11911172861520455
PH,Parker Hannifin,Industrials,-0.023810120163118762,-0.001477016699829885,0.11511312938844644
AFL,Aflac,Financials,-0.021079337765775925,-0.001464139848393337,0.037271600333274854
BRK-B,Berkshire Hathaway,Financials,-0.03477450987595923,-0.0014522294743990582,0.042170806452078394
AMD,Advanced Micro Devices,Information Technology,0.017357964324921177,-0.0014197708937418187,0.011064507057936664
APH,Amphenol,Information Technology,-0.012593727833171893,-0.0014145918233728692,0.06593970343827836
TSLA,"Tesla, Inc.",Consumer Discretionary,-0.04324862022379944,-0.0014098693442193826,-0.00020118950484759868
AJG,Arthur J. Gallagher & Co.,Financials,-0.031198284934758947,-0.0013871110678218572,0.01610967760076898
PYPL,PayPal,Financials,-0.024829708910032684,-0.0013732675271780044,0.06126657036599544
PWR,Quanta Services,Industrials,-0.005577579294115749,-0.0013417632717389856,0.09250582060385644
HUBB,Hubbell Incorporated,Industrials,-0.00484517951409764,-0.001334954852272109,0.025360285909440762
WTW,Willis Towers Watson,Financials,-0.03114935419599432,-0.0013239386055565884,0.01296519664630672
AON,Aon plc,Financials,-0.01584208911914702,-0.001319024104946519,0.005890056447470866
DELL,Dell Technologies,Information Technology,-0.04100944748212977,-0.0013143215536463514,-0.07090067013511626
PGR,Progressive Corporation,Financials,-0.028189189349914705,-0.0012669733776978648,0.03471351073503969
APO,Apollo Global Management,Financials,-0.04312655701372247,-0.0012532109329145718,0.039837240079848374
REG,Regency Centers,Real Estate,-0.02711050999564713,-0.001243708095563671,0.021403520284244033
