symbol,name,sector,event_day_return,model_predicted,actual_post_event
TPR,"Tapestry, Inc.",Consumer Discretionary,0.04516275380606555,1.0032849448810104e-06,-0.012031410407146243
BF-B,Brown–Forman,Consumer Staples,0.04545710265130183,9.087097591007588e-07,0.007569721285873083
SYY,Sysco,Consumer Staples,0.03592871748068112,-8.746690566338278e-07,0.018518886844629715
MRNA,Moderna,Health Care,0.05652641166522071,8.118195715063186e-07,0.018713239276354706
LUV,Southwest Airlines,Industrials,-0.018369437377552263,7.732777974594109e-07,0.06252037032798094
MOS,Mosaic Company (The),Materials,0.04291560639103081,-7.106370267913965e-07,0.058423355783794734
APD,Air Products,Materials,0.012873354447726906,7.027351092561893e-07,0.03627199289619889
DECK,Deckers Brands,Consumer Discretionary,-0.055176457983172965,6.979231375250309e-07,0.026901255861198296
VRTX,Vertex Pharmaceuticals,Health Care,0.012554891691580283,-6.575605419283773e-07,-0.006421307843604047
GPN,Global Payments,Financials,0.01090174936332255,-6.544263357404743e-07,0.0627362050566767
FFIV,"F5, Inc.",Information Technology,0.011646534967597284,6.259805502841832e-07,0.0528445903573987
META,Meta Platforms,Communication Services,-0.033186228311061425,-6.088598624517655e-07,-0.045714138220546055
OTIS,Otis Worldwide,Industrials,0.029969128432243027,-5.981120854506164e-07,0.003821719097785955
EFX,Equifax,Industrials,0.051232961827936754,5.700941350386305e-07,0.045264619228856336
CMCSA,Comcast,Communication Services,0.006377809600526781,5.448734207040401e-07,0.04809604712337344
MAR,Marriott International,Consumer Discretionary,0.009469956266516616,5.213595726709803e-07,0.06197300484300432
WYNN,Wynn Resorts,Consumer Discretionary,-0.001771412875028638,5.140039712691575e-07,0.01571322829845357
DG,Dollar General,Consumer Staples,0.02345080563088381,5.094379543234901e-07,-0.031731388971497236
EPAM,EPAM Systems,Information Technology,0.03540288990597858,4.962459876652807e-07,0.10136144962159432
CDW,CDW Corporation,Information Technology,0.041134857473632894,-4.781738811455691e-07,0.06912996079700252
BG,Bunge Global,Consumer Staples,0.0049898200742934514,-4.316778857238182e-07,0.008022006399084281
UHS,Universal Health Services,Health Care,0.016443189281289926,4.2268756880657696e-07,-0.0003806216191744767
ADBE,Adobe Inc.,Information Technology,-0.014933779010214629,3.870066077046642e-07,0.015851979430052166
HST,Host Hotels & Resorts,Real Estate,0.018079651399164898,3.743615723513655e-07,0.03844509095054787
STE,Steris,Health Care,0.02007721816249167,3.7300857847348264e-07,0.044004571112490704
INCY,Incyte,Health Care,0.02585720332940483,-3.649960679619103e-07,0.027082169395795507
BEN,Franklin Resources,Financials,0.045200551896614746,3.24364501736191e-07,0.03783651187332869
GOOGL,Alphabet Inc. (Class A),Communication Services,-0.01820891752063776,-2.9563434274133666e-07,-0.00893136462993881
GOOG,Alphabet Inc. (Class C),Communication Services,-0.01662552654852171,-2.9450416518207785e-07,-0.009656698433338724
IBM,IBM,Information Technology,0.010316197959982266,2.663117418920497e-07,0.041201036974096064
BIIB,Biogen,Health Care,0.03323194858614158,-2.2125009136467162e-07,-0.05102660976738807
DVA,DaVita,Health Care,0.01675275076363141,-2.0417021762823343e-07,-0.0182038970688235
XYL,Xylem Inc.,Industrials,0.03153582661266298,-1.8600452179790108e-07,0.024290786173293794
EBAY,eBay Inc.,Consumer Discretionary,0.025688118826840852,-1.8502213180579245e-07,0.02558603874787397
PCAR,Paccar,Industrials,0.018478386825308387,1.5789421538231812e-07,0.05337870592760973
