clustering,avg_path_length,sigma,modularity,nmi,gamma,bootstrap_id
0.5215902075964501,2.663802372921855,4.44019004848016,0.3055718339695178,0.42263434864908456,2.9988099550162226,26
0.5096688047243393,2.938132816465919,4.9985700592253695,0.3633299125910845,0.41858478837468094,2.995112431593738,27
0.5269231763756569,2.607187461851236,3.8490224224605196,0.25633376796236507,0.39068258950366164,2.8842728125481543,28
0.5463201652620486,2.509855003815689,4.265700309909403,0.28991921034348206,0.3584851846076811,2.9692581240416747,29
0.49264436111987864,2.810459741283549,5.170156131703697,0.3836170576183,0.4073946831198749,2.002550534898071,30
0.5547599532728456,2.498106160703275,3.584700651568554,0.22071541591541513,0.3374237192471102,2.8323417281712833,31
0.5384823006556098,2.656612118531623,4.330025883139919,0.2853070255590626,0.3779056774141883,1.7553624989424894,32
0.5110386319577634,2.857698329853862,4.449111110986431,0.3079482511761774,0.3930573133030531,1.7197623167359506,33
0.5835751980176108,2.626613500325599,3.7779629387770077,0.21354938958925423,0.3576340844279034,1.568752021221174,34
0.516615164210528,2.6477842526087545,4.024723035678276,0.30382241592542425,0.33661675668540453,1.6679079117695759,35
0.5421639675472172,2.6590126291618827,3.918932358489424,0.2339081812816076,0.3988103030455524,2.968016881897965,36
0.5112101833571469,2.7716970652524457,4.340991629104785,0.324205368524789,0.36114611668538804,2.999534697632002,37
0.5758730532423131,2.436028594976171,3.7147702293494054,0.2117657284475986,0.3421206245894008,1.5470821972794369,38
0.5170385138704052,2.709240036889508,3.9176674013492194,0.2782693646476184,0.42225874081397485,1.7821183408323473,39
0.573269109343032,2.4754524003754286,3.6729985329208397,0.21770035621840364,0.3482270165869403,1.5155708623475226,40
0.5507806143767415,2.4316301619206184,3.734085364350688,0.23821134194572408,0.3635556445888409,1.7082677758232419,41
0.5287931263709049,2.606948792687754,4.334506824711417,0.27130339481604543,0.3699231780536119,2.9419277119468825,42
0.5621310258977005,2.4904115733991254,4.042833862075026,0.2420804136847867,0.37453303798637017,1.6382219008046173,43
0.5447768933309965,2.7393777463320177,4.405422410844349,0.27040673721844427,0.4134028234633764,1.6841118941306945,44
0.5157699948921963,2.69484661153781,4.286734508765877,0.28262107601610886,0.3644377786716142,1.7766121221014048,45
0.5175117441636333,2.701526498727918,4.894737370754347,0.3649624249125438,0.3817980150856758,1.8840554319703149,46
0.4936520972181559,2.748323750552853,5.248067182172019,0.3801282918284266,0.4296832478508842,2.060027114701662,47
0.5482079750765417,2.505372665631606,3.5847428596384505,0.23596820723646084,0.3304540648990038,1.6648218928349023,48
0.5870635640289936,2.3091626587742016,3.2959558151613644,0.18958662312877697,0.3151553963472806,1.470326043111538,49
0.49730031627607213,2.8043547002755567,4.4177662032919525,0.30596682352932536,0.3834461171365899,1.683995700905308,50
0.567113146668789,2.638498964893738,3.903819694706389,0.23185165057566073,0.3581889662185427,1.5450096500379638,51
0.5677872975632301,2.483127795094186,3.695011534095332,0.23654229843749672,0.4073610285672633,1.634142386407552,52
0.5241974675551673,2.696327683615819,4.577611280983363,0.3078099317695698,0.353698183390326,2.9524478358083583,53
0.5264315594786005,2.6043998735149296,4.631699787166756,0.30447690185915977,0.34112766588703025,1.793496542705876,54
0.552175150456863,2.5368224911793376,4.139338028819526,0.2669678036990034,0.34966774403967027,2.961982663597345,55
0.532415265735494,2.6868139314270225,4.512440071722386,0.3290777292466093,0.3769140892394071,1.891735552669615,56
0.5326609380330968,2.648501386001386,4.392788641724926,0.28814164108500434,0.3433168289458823,2.68995130287209,57
0.5805962370240468,2.5243315484665576,3.72206257555706,0.2400890892933455,0.32538190554549723,1.5943429535793228,58
0.5569386700208876,2.5692205196535642,4.198998247568357,0.2685753402523658,0.37224508996022265,1.730912856874621,59
0.5476197663185723,2.5443347193347194,4.334089295407251,0.2912214268679905,0.3152616965308977,1.7165001674409237,60
0.49432470896409003,2.7441273486049607,4.402951972890138,0.310967244959001,0.3572866135172611,1.8296965723188365,61
0.5458759429626635,2.5517082729828746,4.109273591346196,0.23375526692147813,0.3296795670456208,1.655187109221469,62
